game,team,side,inning,half,run_diff,pid,pitches,endurance,toast,budget_remaining,budget_pct,max_budget,home_team,away_team,home_score,away_score
2025-04-24,home,home,3,bottom,0,p-home-23,47,69,0.0,80.7,0.6,127.7,home,away,2,1
2025-04-24,home,home,3,bottom,0,p-home-23,55,69,3.0,72.7,0.6,127.7,home,away,2,1
2025-04-24,home,home,3,bottom,0,p-home-23,60,69,3.0,67.7,0.5,127.7,home,away,2,1
2025-04-24,away,away,3,top,0,p-away-23,45,70,2.0,84.5,0.7,129.5,home,away,2,1
2025-04-24,away,away,3,top,0,p-away-23,53,70,5.0,76.5,0.6,129.5,home,away,2,1
2025-04-24,away,away,3,top,0,p-away-23,58,70,6.0,71.5,0.6,129.5,home,away,2,1
2025-04-24,home,home,4,bottom,0,p-home-23,66,69,1.0,61.7,0.5,127.7,home,away,2,1
2025-04-24,away,away,4,top,0,p-away-23,65,70,12.0,64.5,0.5,129.5,home,away,2,1
2025-04-24,away,away,4,top,0,p-away-23,68,70,10.0,61.5,0.5,129.5,home,away,2,1
2025-04-25,home,home,1,bottom,0,p-home-24,0,61,0.0,112.9,1.0,112.9,home,away,6,3
2025-04-25,home,home,1,bottom,0,p-home-24,4,61,-2.0,108.9,1.0,112.9,home,away,6,3
2025-04-25,home,home,1,bottom,0,p-home-24,8,61,-5.0,104.9,0.9,112.9,home,away,6,3
2025-04-25,home,home,1,bottom,0,p-home-24,15,61,-6.0,97.9,0.9,112.9,home,away,6,3
2025-04-25,home,home,1,bottom,0,p-home-24,21,61,-5.0,91.9,0.8,112.9,home,away,6,3
2025-04-25,home,home,1,bottom,0,p-home-24,27,61,-4.0,85.9,0.8,112.9,home,away,6,3
2025-04-25,away,away,1,top,0,p-away-24,0,67,0.0,124.0,1.0,124.0,home,away,6,3
2025-04-25,away,away,1,top,0,p-away-24,5,67,1.0,119.0,1.0,124.0,home,away,6,3
2025-04-25,away,away,1,top,0,p-away-24,8,67,-1.0,116.0,0.9,124.0,home,away,6,3
2025-04-25,away,away,1,top,0,p-away-24,15,67,2.0,109.0,0.9,124.0,home,away,6,3
2025-04-25,away,away,1,top,0,p-away-24,19,67,0.0,105.0,0.8,124.0,home,away,6,3
2025-04-25,home,home,2,bottom,0,p-home-24,33,61,-1.0,79.9,0.7,112.9,home,away,6,3
2025-04-25,home,home,2,bottom,0,p-home-24,38,61,0.0,74.9,0.7,112.9,home,away,6,3
2025-04-25,home,home,2,bottom,0,p-home-24,42,61,1.0,70.9,0.6,112.9,home,away,6,3
2025-04-25,home,home,2,bottom,0,p-home-24,46,61,-1.0,66.9,0.6,112.9,home,away,6,3
2025-04-25,away,away,2,top,0,p-away-24,23,67,1.0,101.0,0.8,124.0,home,away,6,3
2025-04-25,away,away,2,top,0,p-away-24,30,67,0.0,94.0,0.8,124.0,home,away,6,3
2025-04-25,away,away,2,top,0,p-away-24,34,67,1.0,90.0,0.7,124.0,home,away,6,3
2025-04-25,away,away,2,top,0,p-away-24,41,67,-1.0,83.0,0.7,124.0,home,away,6,3
2025-04-25,away,away,2,top,0,p-away-24,50,67,-2.0,74.0,0.6,124.0,home,away,6,3
2025-04-25,away,away,2,top,0,p-away-24,58,67,1.0,66.0,0.5,124.0,home,away,6,3
2025-04-25,away,away,2,top,0,p-away-24,62,67,-1.0,62.0,0.5,124.0,home,away,6,3
2025-04-25,away,away,2,top,0,p-away-24,65,67,-1.0,59.0,0.5,124.0,home,away,6,3
2025-04-25,away,away,2,top,0,p-away-24,70,67,-1.0,54.0,0.4,124.0,home,away,6,3
2025-04-25,home,home,3,bottom,-2,p-home-24,51,61,4.0,61.9,0.5,112.9,home,away,6,3
2025-04-25,home,home,3,bottom,-2,p-home-24,57,61,2.0,55.9,0.5,112.9,home,away,6,3
2025-04-25,home,home,3,bottom,-2,p-home-24,63,61,1.0,49.9,0.4,112.9,home,away,6,3
2025-04-26,home,home,1,bottom,0,p-home-25,0,90,0.0,166.5,1.0,166.5,home,away,6,1
2025-04-26,home,home,1,bottom,0,p-home-25,5,90,-2.0,161.5,1.0,166.5,home,away,6,1
2025-04-26,home,home,1,bottom,0,p-home-25,10,90,-2.0,156.5,0.9,166.5,home,away,6,1
2025-04-26,home,home,1,bottom,0,p-home-25,18,90,1.0,148.5,0.9,166.5,home,away,6,1
2025-04-26,home,home,1,bottom,1,p-home-25,24,90,-5.0,142.5,0.9,166.5,home,away,6,1
2025-04-26,home,home,1,bottom,1,p-home-25,29,90,-4.0,137.5,0.8,166.5,home,away,6,1
2025-04-26,away,away,1,top,-1,p-away-25,0,68,2.0,125.8,1.0,125.8,home,away,6,1
2025-04-26,away,away,1,top,-1,p-away-25,5,68,3.0,120.8,1.0,125.8,home,away,6,1
2025-04-26,away,away,1,top,-1,p-away-25,11,68,3.0,114.8,0.9,125.8,home,away,6,1
2025-04-26,away,away,1,top,-1,p-away-25,20,68,6.0,105.8,0.8,125.8,home,away,6,1
2025-04-26,away,away,1,top,0,p-away-25,25,68,0.0,100.8,0.8,125.8,home,away,6,1
2025-04-26,away,away,1,top,0,p-away-25,29,68,0.0,96.8,0.8,125.8,home,away,6,1
2025-04-26,away,away,1,top,0,p-away-25,34,68,-2.0,91.8,0.7,125.8,home,away,6,1
2025-04-26,away,away,1,top,0,p-away-25,40,68,-5.0,85.8,0.7,125.8,home,away,6,1
2025-04-26,away,away,1,top,0,p-away-25,46,68,-5.0,79.8,0.6,125.8,home,away,6,1
2025-04-26,away,away,1,top,1,p-away-25,53,68,-10.0,72.8,0.6,125.8,home,away,6,1
2025-04-26,away,away,1,top,1,p-away-25,61,68,-12.0,64.8,0.5,125.8,home,away,6,1
2025-04-26,away,away,1,top,1,p-away-25,69,68,-15.0,56.8,0.5,125.8,home,away,6,1
2025-04-26,home,home,2,bottom,-1,p-home-25,38,90,3.0,128.5,0.8,166.5,home,away,6,1
2025-04-26,home,home,2,bottom,-1,p-home-25,46,90,2.0,120.5,0.7,166.5,home,away,6,1
2025-04-26,home,home,2,bottom,-1,p-home-25,53,90,0.0,113.5,0.7,166.5,home,away,6,1
2025-04-26,home,home,2,bottom,-1,p-home-25,57,90,1.0,109.5,0.7,166.5,home,away,6,1
2025-04-26,home,home,2,bottom,-1,p-home-25,64,90,0.0,102.5,0.6,166.5,home,away,6,1
2025-04-26,home,home,2,bottom,-1,p-home-25,73,90,3.0,93.5,0.6,166.5,home,away,6,1
2025-04-26,away,away,2,top,1,p-away-25,78,68,-12.0,47.8,0.4,125.8,home,away,6,1
2025-04-26,home,home,3,bottom,-1,p-home-25,77,90,4.0,89.5,0.5,166.5,home,away,6,1
2025-04-26,home,home,3,bottom,-1,p-home-25,80,90,5.0,86.5,0.5,166.5,home,away,6,1
2025-04-27,home,home,1,bottom,0,p-home-26,0,66,0.0,122.1,1.0,122.1,home,away,2,6
2025-04-27,home,home,1,bottom,0,p-home-26,3,66,3.0,119.1,1.0,122.1,home,away,2,6
2025-04-27,home,home,1,bottom,0,p-home-26,6,66,6.0,116.1,1.0,122.1,home,away,2,6
2025-04-27,home,home,1,bottom,0,p-home-26,10,66,4.0,112.1,0.9,122.1,home,away,2,6
2025-04-27,home,home,1,bottom,0,p-home-26,13,66,1.0,109.1,0.9,122.1,home,away,2,6
2025-04-27,away,away,1,top,0,p-away-26,0,98,0.0,181.3,1.0,181.3,home,away,2,6
2025-04-27,away,away,1,top,0,p-away-26,8,98,-1.0,173.3,1.0,181.3,home,away,2,6
2025-04-27,away,away,1,top,0,p-away-26,14,98,-3.0,167.3,0.9,181.3,home,away,2,6
2025-04-27,away,away,1,top,0,p-away-26,19,98,-3.0,162.3,0.9,181.3,home,away,2,6
2025-04-27,away,away,1,top,0,p-away-26,24,98,-3.0,157.3,0.9,181.3,home,away,2,6
2025-04-27,away,away,1,top,0,p-away-26,28,98,-5.0,153.3,0.8,181.3,home,away,2,6
2025-04-27,away,away,1,top,0,p-away-26,36,98,-5.0,145.3,0.8,181.3,home,away,2,6
2025-04-27,away,away,1,top,0,p-away-26,43,98,-5.0,138.3,0.8,181.3,home,away,2,6
2025-04-27,away,away,1,top,0,p-away-26,49,98,-4.0,132.3,0.7,181.3,home,away,2,6
2025-04-27,away,away,1,top,0,p-away-26,54,98,-6.0,127.3,0.7,181.3,home,away,2,6
2025-04-27,away,away,1,top,1,p-away-26,62,98,-11.0,119.3,0.7,181.3,home,away,2,6
2025-04-27,away,away,1,top,1,p-away-26,66,98,-10.0,115.3,0.6,181.3,home,away,2,6
2025-04-27,home,home,2,bottom,-1,p-home-26,18,66,4.0,104.1,0.9,122.1,home,away,2,6
2025-04-27,home,home,2,bottom,-1,p-home-26,24,66,7.0,98.1,0.8,122.1,home,away,2,6
2025-04-27,home,home,2,bottom,-1,p-home-26,28,66,5.0,94.1,0.8,122.1,home,away,2,6
2025-04-27,home,home,2,bottom,-1,p-home-26,35,66,2.0,87.1,0.7,122.1,home,away,2,6
2025-04-27,home,home,2,bottom,-1,p-home-26,38,66,3.0,84.1,0.7,122.1,home,away,2,6
2025-04-27,away,away,2,top,1,p-away-26,70,98,-9.0,111.3,0.6,181.3,home,away,2,6
2025-04-27,away,away,2,top,1,p-away-26,78,98,-10.0,103.3,0.6,181.3,home,away,2,6
2025-04-27,away,away,2,top,1,p-away-26,86,98,-11.0,95.3,0.5,181.3,home,away,2,6
2025-04-27,away,away,2,top,1,p-away-26,93,98,-10.0,88.3,0.5,181.3,home,away,2,6
2025-04-27,home,home,3,bottom,-1,p-home-26,44,66,4.0,78.1,0.6,122.1,home,away,2,6
2025-04-27,home,home,3,bottom,-1,p-home-26,50,66,5.0,72.1,0.6,122.1,home,away,2,6
2025-04-27,home,home,3,bottom,-1,p-home-26,59,66,4.0,63.1,0.5,122.1,home,away,2,6
2025-04-27,home,home,3,bottom,-1,p-home-26,67,66,7.0,55.1,0.5,122.1,home,away,2,6
2025-04-27,home,home,4,bottom,-1,p-home-26,72,66,8.0,50.1,0.4,122.1,home,away,2,6
2025-04-28,home,home,1,bottom,0,p-home-27,0,99,0.0,183.2,1.0,183.2,home,away,3,2
2025-04-28,home,home,1,bottom,0,p-home-27,4,99,1.0,179.2,1.0,183.2,home,away,3,2
2025-04-28,home,home,1,bottom,0,p-home-27,12,99,4.0,171.2,0.9,183.2,home,away,3,2
2025-04-28,away,away,1,top,0,p-away-27,0,66,0.0,122.1,1.0,122.1,home,away,3,2
2025-04-28,away,away,1,top,0,p-away-27,9,66,3.0,113.1,0.9,122.1,home,away,3,2
2025-04-28,away,away,1,top,0,p-away-27,13,66,4.0,109.1,0.9,122.1,home,away,3,2
2025-04-28,away,away,1,top,0,p-away-27,18,66,4.0,104.1,0.9,122.1,home,away,3,2
2025-04-28,away,away,1,top,0,p-away-27,24,66,4.0,98.1,0.8,122.1,home,away,3,2
2025-04-28,home,home,2,bottom,0,p-home-27,20,99,10.0,163.2,0.9,183.2,home,away,3,2
2025-04-28,home,home,2,bottom,0,p-home-27,24,99,10.0,159.2,0.9,183.2,home,away,3,2
2025-04-28,home,home,2,bottom,0,p-home-27,27,99,8.0,156.2,0.9,183.2,home,away,3,2
2025-04-28,home,home,2,bottom,0,p-home-27,31,99,9.0,152.2,0.8,183.2,home,away,3,2
2025-04-28,home,home,2,bottom,0,p-home-27,35,99,9.0,148.2,0.8,183.2,home,away,3,2
2025-04-28,home,home,2,bottom,0,p-home-27,38,99,9.0,145.2,0.8,183.2,home,away,3,2
2025-04-28,home,home,2,bottom,0,p-home-27,43,99,10.0,140.2,0.8,183.2,home,away,3,2
2025-04-28,away,away,2,top,0,p-away-27,31,66,10.0,91.1,0.7,122.1,home,away,3,2
2025-04-28,away,away,2,top,0,p-away-27,36,66,11.0,86.1,0.7,122.1,home,away,3,2
2025-04-28,away,away,2,top,0,p-away-27,40,66,9.0,82.1,0.7,122.1,home,away,3,2
2025-04-28,away,away,2,top,0,p-away-27,49,66,12.0,73.1,0.6,122.1,home,away,3,2
2025-04-28,away,away,2,top,1,p-away-27,53,66,6.0,69.1,0.6,122.1,home,away,3,2
2025-04-28,home,home,3,bottom,-1,p-home-27,48,99,13.0,135.2,0.7,183.2,home,away,3,2
2025-04-28,home,home,3,bottom,-1,p-home-27,52,99,11.0,131.2,0.7,183.2,home,away,3,2
2025-04-28,home,home,3,bottom,-1,p-home-27,56,99,8.0,127.2,0.7,183.2,home,away,3,2
2025-04-28,home,home,3,bottom,-1,p-home-27,60,99,9.0,123.2,0.7,183.2,home,away,3,2
2025-04-28,home,home,3,bottom,-1,p-home-27,69,99,12.0,114.2,0.6,183.2,home,away,3,2
2025-04-28,home,home,3,bottom,-1,p-home-27,74,99,10.0,109.2,0.6,183.2,home,away,3,2
2025-04-28,home,home,3,bottom,-1,p-home-27,78,99,7.0,105.2,0.6,183.2,home,away,3,2
2025-04-28,home,home,3,bottom,-1,p-home-27,82,99,4.0,101.2,0.6,183.2,home,away,3,2
2025-04-28,away,away,3,top,0,p-away-27,57,66,9.0,65.1,0.5,122.1,home,away,3,2
2025-04-28,away,away,3,top,0,p-away-27,64,66,8.0,58.1,0.5,122.1,home,away,3,2
2025-04-28,away,away,3,top,0,p-away-27,73,66,7.0,49.1,0.4,122.1,home,away,3,2
2025-04-29,home,home,1,bottom,0,p-home-28,0,77,0.0,142.5,1.0,142.5,home,away,3,4
2025-04-29,home,home,1,bottom,0,p-home-28,5,77,0.0,137.5,1.0,142.5,home,away,3,4
2025-04-29,home,home,1,bottom,0,p-home-28,14,77,-2.0,128.5,0.9,142.5,home,away,3,4
2025-04-29,home,home,1,bottom,0,p-home-28,18,77,-1.0,124.5,0.9,142.5,home,away,3,4
2025-04-29,home,home,1,bottom,0,p-home-28,23,77,-1.0,119.5,0.8,142.5,home,away,3,4
2025-04-29,home,home,1,bottom,1,p-home-28,27,77,-7.0,115.5,0.8,142.5,home,away,3,4
2025-04-29,home,home,1,bottom,2,p-home-28,33,77,-14.0,109.5,0.8,142.5,home,away,3,4
2025-04-29,home,home,1,bottom,2,p-home-28,39,77,-13.0,103.5,0.7,142.5,home,away,3,4
2025-04-29,away,away,1,top,-2,p-away-28,0,72,4.0,133.2,1.0,133.2,home,away,3,4
2025-04-29,away,away,1,top,-2,p-away-28,4,72,4.0,129.2,1.0,133.2,home,away,3,4
2025-04-29,away,away,1,top,-2,p-away-28,9,72,5.0,124.2,0.9,133.2,home,away,3,4
2025-04-29,away,away,1,top,-2,p-away-28,16,72,3.0,117.2,0.9,133.2,home,away,3,4
2025-04-29,away,away,1,top,-2,p-away-28,21,72,4.0,112.2,0.8,133.2,home,away,3,4
2025-04-29,home,home,2,bottom,2,p-home-28,43,77,-12.0,99.5,0.7,142.5,home,away,3,4
2025-04-29,home,home,2,bottom,2,p-home-28,48,77,-11.0,94.5,0.7,142.5,home,away,3,4
2025-04-29,home,home,2,bottom,2,p-home-28,52,77,-10.0,90.5,0.6,142.5,home,away,3,4
2025-04-29,home,home,2,bottom,2,p-home-28,57,77,-12.0,85.5,0.6,142.5,home,away,3,4
2025-04-29,home,home,2,bottom,2,p-home-28,66,77,-13.0,76.5,0.5,142.5,home,away,3,4
2025-04-29,away,away,2,top,-2,p-away-28,25,72,5.0,108.2,0.8,133.2,home,away,3,4
2025-04-29,away,away,2,top,-2,p-away-28,30,72,6.0,103.2,0.8,133.2,home,away,3,4
2025-04-29,away,away,2,top,-2,p-away-28,33,72,9.0,100.2,0.8,133.2,home,away,3,4
2025-04-29,away,away,2,top,-2,p-away-28,39,72,9.0,94.2,0.7,133.2,home,away,3,4
2025-04-29,home,home,3,bottom,2,p-home-28,75,77,-10.0,67.5,0.5,142.5,home,away,3,4
2025-04-29,away,away,3,top,-3,p-away-28,43,72,15.0,90.2,0.7,133.2,home,away,3,4
2025-04-29,away,away,3,top,-3,p-away-28,50,72,15.0,83.2,0.6,133.2,home,away,3,4
2025-04-29,away,away,3,top,-3,p-away-28,58,72,14.0,75.2,0.6,133.2,home,away,3,4
2025-04-29,away,away,3,top,-3,p-away-28,63,72,15.0,70.2,0.5,133.2,home,away,3,4
2025-04-29,away,away,3,top,-3,p-away-28,68,72,16.0,65.2,0.5,133.2,home,away,3,4
2025-04-29,away,away,3,top,-3,p-away-28,73,72,14.0,60.2,0.5,133.2,home,away,3,4
2025-04-30,home,home,1,bottom,0,p-home-29,0,62,0.0,114.7,1.0,114.7,home,away,0,7
2025-04-30,home,home,1,bottom,0,p-home-29,7,62,-1.0,107.7,0.9,114.7,home,away,0,7
2025-04-30,home,home,1,bottom,0,p-home-29,12,62,0.0,102.7,0.9,114.7,home,away,0,7
2025-04-30,home,home,1,bottom,0,p-home-29,15,62,1.0,99.7,0.9,114.7,home,away,0,7
2025-04-30,home,home,1,bottom,0,p-home-29,20,62,-1.0,94.7,0.8,114.7,home,away,0,7
2025-04-30,away,away,1,top,0,p-away-29,0,67,0.0,124.0,1.0,124.0,home,away,0,7
2025-04-30,away,away,1,top,0,p-away-29,8,67,3.0,116.0,0.9,124.0,home,away,0,7
2025-04-30,away,away,1,top,0,p-away-29,15,67,2.0,109.0,0.9,124.0,home,away,0,7
2025-04-30,away,away,1,top,0,p-away-29,20,67,0.0,104.0,0.8,124.0,home,away,0,7
2025-04-30,away,away,1,top,0,p-away-29,24,67,1.0,100.0,0.8,124.0,home,away,0,7
2025-04-30,away,away,1,top,0,p-away-29,29,67,1.0,95.0,0.8,124.0,home,away,0,7
2025-04-30,away,away,1,top,0,p-away-29,34,67,1.0,90.0,0.7,124.0,home,away,0,7
2025-04-30,away,away,1,top,0,p-away-29,39,67,-1.0,85.0,0.7,124.0,home,away,0,7
2025-04-30,home,home,2,bottom,0,p-home-29,26,62,0.0,88.7,0.8,114.7,home,away,0,7
2025-04-30,home,home,2,bottom,0,p-home-29,29,62,-2.0,85.7,0.7,114.7,home,away,0,7
2025-04-30,home,home,2,bottom,0,p-home-29,38,62,1.0,76.7,0.7,114.7,home,away,0,7
2025-04-30,home,home,2,bottom,0,p-home-29,42,62,-1.0,72.7,0.6,114.7,home,away,0,7
2025-04-30,home,home,2,bottom,0,p-home-29,46,62,0.0,68.7,0.6,114.7,home,away,0,7
2025-04-30,away,away,2,top,0,p-away-29,47,67,2.0,77.0,0.6,124.0,home,away,0,7
2025-04-30,away,away,2,top,0,p-away-29,52,67,3.0,72.0,0.6,124.0,home,away,0,7
2025-04-30,away,away,2,top,0,p-away-29,57,67,4.0,67.0,0.5,124.0,home,away,0,7
2025-04-30,home,home,3,bottom,0,p-home-29,54,62,3.0,60.7,0.5,114.7,home,away,0,7
2025-04-30,home,home,3,bottom,0,p-home-29,58,62,4.0,56.7,0.5,114.7,home,away,0,7
2025-04-30,home,home,3,bottom,0,p-home-29,62,62,2.0,52.7,0.5,114.7,home,away,0,7
2025-04-30,away,away,3,top,-2,p-away-29,60,67,14.0,64.0,0.5,124.0,home,away,0,7
2025-04-30,away,away,3,top,-2,p-away-29,66,67,14.0,58.0,0.5,124.0,home,away,0,7
2025-04-01,home,home,1,bottom,0,p-home-30,0,99,0.0,183.2,1.0,183.2,home,away,4,3
2025-04-01,home,home,1,bottom,0,p-home-30,8,99,-1.0,175.2,1.0,183.2,home,away,4,3
2025-04-01,home,home,1,bottom,0,p-home-30,12,99,-3.0,171.2,0.9,183.2,home,away,4,3
2025-04-01,home,home,1,bottom,0,p-home-30,17,99,-2.0,166.2,0.9,183.2,home,away,4,3
2025-04-01,home,home,1,bottom,0,p-home-30,25,99,-3.0,158.2,0.9,183.2,home,away,4,3
2025-04-01,home,home,1,bottom,0,p-home-30,30,99,-2.0,153.2,0.8,183.2,home,away,4,3
2025-04-01,home,home,1,bottom,1,p-home-30,36,99,-7.0,147.2,0.8,183.2,home,away,4,3
2025-04-01,home,home,1,bottom,1,p-home-30,41,99,-7.0,142.2,0.8,183.2,home,away,4,3
2025-04-01,away,away,1,top,-1,p-away-30,0,90,2.0,166.5,1.0,166.5,home,away,4,3
2025-04-01,away,away,1,top,-1,p-away-30,4,90,2.0,162.5,1.0,166.5,home,away,4,3
2025-04-01,away,away,1,top,-1,p-away-30,9,90,3.0,157.5,0.9,166.5,home,away,4,3
2025-04-01,away,away,1,top,-1,p-away-30,14,90,1.0,152.5,0.9,166.5,home,away,4,3
2025-04-01,away,away,1,top,-1,p-away-30,22,90,0.0,144.5,0.9,166.5,home,away,4,3
2025-04-01,away,away,1,top,-1,p-away-30,28,90,0.0,138.5,0.8,166.5,home,away,4,3
2025-04-01,away,away,1,top,-1,p-away-30,36,90,3.0,130.5,0.8,166.5,home,away,4,3
2025-04-01,away,away,1,top,-1,p-away-30,43,90,3.0,123.5,0.7,166.5,home,away,4,3
2025-04-01,away,away,1,top,0,p-away-30,49,90,-1.0,117.5,0.7,166.5,home,away,4,3
2025-04-01,away,away,1,top,0,p-away-30,54,90,-1.0,112.5,0.7,166.5,home,away,4,3
2025-04-01,away,away,1,top,0,p-away-30,61,90,-3.0,105.5,0.6,166.5,home,away,4,3
2025-04-01,home,home,2,bottom,0,p-home-30,45,99,-4.0,138.2,0.8,183.2,home,away,4,3
2025-04-01,home,home,2,bottom,0,p-home-30,49,99,-6.0,134.2,0.7,183.2,home,away,4,3
2025-04-01,home,home,2,bottom,0,p-home-30,52,99,-5.0,131.2,0.7,183.2,home,away,4,3
2025-04-01,home,home,2,bottom,0,p-home-30,56,99,-4.0,127.2,0.7,183.2,home,away,4,3
2025-04-01,home,home,2,bottom,0,p-home-30,62,99,-6.0,121.2,0.7,183.2,home,away,4,3
2025-04-01,home,home,2,bottom,0,p-home-30,67,99,-9.0,116.2,0.6,183.2,home,away,4,3
2025-04-01,away,away,2,top,0,p-away-30,66,90,-2.0,100.5,0.6,166.5,home,away,4,3
2025-04-01,away,away,2,top,0,p-away-30,72,90,-4.0,94.5,0.6,166.5,home,away,4,3
2025-04-01,away,away,2,top,0,p-away-30,76,90,-3.0,90.5,0.5,166.5,home,away,4,3
2025-04-01,away,away,2,top,0,p-away-30,79,90,-5.0,87.5,0.5,166.5,home,away,4,3
2025-04-01,home,home,3,bottom,-1,p-home-30,72,99,-6.0,111.2,0.6,183.2,home,away,4,3
2025-04-01,home,home,3,bottom,-1,p-home-30,77,99,-5.0,106.2,0.6,183.2,home,away,4,3
2025-04-01,home,home,3,bottom,-1,p-home-30,85,99,-6.0,98.2,0.5,183.2,home,away,4,3
2025-04-02,home,home,1,bottom,0,p-home-31,0,98,0.0,181.3,1.0,181.3,home,away,5,3
2025-04-02,home,home,1,bottom,0,p-home-31,7,98,1.0,174.3,1.0,181.3,home,away,5,3
2025-04-02,home,home,1,bottom,0,p-home-31,11,98,1.0,170.3,0.9,181.3,home,away,5,3
2025-04-02,home,home,1,bottom,0,p-home-31,16,98,-1.0,165.3,0.9,181.3,home,away,5,3
2025-04-02,home,home,1,bottom,0,p-home-31,20,98,0.0,161.3,0.9,181.3,home,away,5,3
2025-04-02,home,home,1,bottom,0,p-home-31,26,98,-2.0,155.3,0.9,181.3,home,away,5,3
2025-04-02,home,home,1,bottom,0,p-home-31,33,98,-2.0,148.3,0.8,181.3,home,away,5,3
2025-04-02,away,away,1,top,0,p-away-31,0,99,0.0,183.2,1.0,183.2,home,away,5,3
2025-04-02,away,away,1,top,0,p-away-31,4,99,0.0,179.2,1.0,183.2,home,away,5,3
2025-04-02,away,away,1,top,0,p-away-31,8,99,1.0,175.2,1.0,183.2,home,away,5,3
2025-04-02,away,away,1,top,0,p-away-31,15,99,1.0,168.2,0.9,183.2,home,away,5,3
2025-04-02,away,away,1,top,0,p-away-31,20,99,-1.0,163.2,0.9,183.2,home,away,5,3
2025-04-02,away,away,1,top,0,p-away-31,24,99,-4.0,159.2,0.9,183.2,home,away,5,3
2025-04-02,away,away,1,top,0,p-away-31,32,99,-1.0,151.2,0.8,183.2,home,away,5,3
2025-04-02,away,away,1,top,1,p-away-31,37,99,-5.0,146.2,0.8,183.2,home,away,5,3
2025-04-02,away,away,1,top,1,p-away-31,42,99,-5.0,141.2,0.8,183.2,home,away,5,3
2025-04-02,away,away,1,top,1,p-away-31,46,99,-7.0,137.2,0.7,183.2,home,away,5,3
2025-04-02,home,home,2,bottom,-1,p-home-31,38,98,1.0,143.3,0.8,181.3,home,away,5,3
2025-04-02,home,home,2,bottom,-1,p-home-31,43,98,2.0,138.3,0.8,181.3,home,away,5,3
2025-04-02,home,home,2,bottom,-1,p-home-31,48,98,3.0,133.3,0.7,181.3,home,away,5,3
2025-04-02,home,home,2,bottom,-1,p-home-31,52,98,1.0,129.3,0.7,181.3,home,away,5,3
2025-04-02,home,home,2,bottom,-1,p-home-31,58,98,-2.0,123.3,0.7,181.3,home,away,5,3
2025-04-02,home,home,2,bottom,-1,p-home-31,62,98,-5.0,119.3,0.7,181.3,home,away,5,3
2025-04-02,away,away,2,top,1,p-away-31,50,99,-6.0,133.2,0.7,183.2,home,away,5,3
2025-04-02,away,away,2,top,1,p-away-31,55,99,-5.0,128.2,0.7,183.2,home,away,5,3
2025-04-02,away,away,2,top,1,p-away-31,58,99,-7.0,125.2,0.7,183.2,home,away,5,3
2025-04-02,away,away,2,top,1,p-away-31,62,99,-7.0,121.2,0.7,183.2,home,away,5,3
2025-04-02,away,away,2,top,1,p-away-31,68,99,-9.0,115.2,0.6,183.2,home,away,5,3
2025-04-02,away,away,2,top,1,p-away-31,72,99,-12.0,111.2,0.6,183.2,home,away,5,3
2025-04-02,away,away,2,top,2,p-away-31,79,99,-17.0,104.2,0.6,183.2,home,away,5,3
2025-04-02,home,home,3,bottom,-2,p-home-31,66,98,-2.0,115.3,0.6,181.3,home,away,5,3
2025-04-02,home,home,3,bottom,-2,p-home-31,71,98,-1.0,110.3,0.6,181.3,home,away,5,3
2025-04-02,home,home,3,bottom,-2,p-home-31,75,98,-1.0,106.3,0.6,181.3,home,away,5,3
2025-04-02,home,home,3,bottom,-2,p-home-31,79,98,0.0,102.3,0.6,181.3,home,away,5,3
2025-04-03,home,home,1,bottom,0,p-home-32,0,99,0.0,183.2,1.0,183.2,home,away,3,2
2025-04-03,home,home,1,bottom,0,p-home-32,4,99,0.0,179.2,1.0,183.2,home,away,3,2
2025-04-03,home,home,1,bottom,0,p-home-32,8,99,1.0,175.2,1.0,183.2,home,away,3,2
2025-04-03,home,home,1,bottom,0,p-home-32,12,99,-1.0,171.2,0.9,183.2,home,away,3,2
2025-04-03,home,home,1,bottom,0,p-home-32,16,99,0.0,167.2,0.9,183.2,home,away,3,2
2025-04-03,home,home,1,bottom,1,p-home-32,20,99,-6.0,163.2,0.9,183.2,home,away,3,2
2025-04-03,home,home,1,bottom,2,p-home-32,25,99,-10.0,158.2,0.9,183.2,home,away,3,2
2025-04-03,away,away,1,top,-2,p-away-32,0,61,4.0,112.9,1.0,112.9,home,away,3,2
2025-04-03,away,away,1,top,-2,p-away-32,9,61,3.0,103.9,0.9,112.9,home,away,3,2
2025-04-03,away,away,1,top,-2,p-away-32,12,61,1.0,100.9,0.9,112.9,home,away,3,2
2025-04-03,away,away,1,top,-2,p-away-32,16,61,-2.0,96.9,0.9,112.9,home,away,3,2
2025-04-03,away,away,1,top,-2,p-away-32,22,61,1.0,90.9,0.8,112.9,home,away,3,2
2025-04-03,away,away,1,top,-2,p-away-32,26,61,2.0,86.9,0.8,112.9,home,away,3,2
2025-04-03,away,away,1,top,-2,p-away-32,30,61,0.0,82.9,0.7,112.9,home,away,3,2
2025-04-03,home,home,2,bottom,2,p-home-32,30,99,-9.0,153.2,0.8,183.2,home,away,3,2
2025-04-03,home,home,2,bottom,2,p-home-32,38,99,-6.0,145.2,0.8,183.2,home,away,3,2
2025-04-03,home,home,2,bottom,2,p-home-32,43,99,-5.0,140.2,0.8,183.2,home,away,3,2
2025-04-03,home,home,2,bottom,2,p-home-32,49,99,-6.0,134.2,0.7,183.2,home,away,3,2
